slug,brand,model,category,default_gateway_ip,default_login_host,default_username,default_password,default_password_blank,credential_type,credential_note,reset_steps,source_url,source_name,source_archive_url,confidence,last_verified,ssid_url
vodafone-broadband-hub-thg3000,Vodafone,Broadband Hub (THG3000),gateway,192.168.1.1,,admin,,false,label-unique,"Recent Vodafone hubs (e.g. THG3000) do not use admin/admin — the admin password is a unique value printed on the base/back label, and you are forced to change it after first login.","To log in: connect to the hub, browse to 192.168.1.1, use username 'admin' and the unit-specific admin password printed on the sticker on the base/back of the hub. You are prompted to change it on first login. To factory reset: with the hub on, press and hold the recessed Reset pinhole on the back for about 10 seconds until it reboots; the admin password returns to the printed default.",https://www.vodafone.co.uk/support/articles/how-do-i-manage-my-vodafone-router-settings----e5749476-8ae0-4ce7-8d47-1813a037970f,Vodafone UK Support — How do I manage my Vodafone router settings?,,medium,2026-08-08,https://ssid.ai/routers/vodafone-broadband-hub-thg3000
vodafone-station,Vodafone,Vodafone Station,gateway,192.168.0.1,192.168.0.1,admin,,false,label-unique,"DOCSIS cable gateway issued by Vodafone Germany for cable broadband plans. Admin UI at 192.168.0.1 with username admin; the password is device-unique, printed on the rear label and on the bundled WLAN card — not a shared static default, per Vodafone's own support page.",Insert a pointed object into the recessed RESET button and hold for at least 30 seconds; the Vodafone Station automatically performs a factory reset and restarts.,https://www.vodafone.de/hilfe/router/station.html,Vodafone Deutschland — Hilfe: Vodafone Station (official),,high,2026-08-08,https://ssid.ai/routers/vodafone-station
wavlink-wl-wn533a8,Wavlink,WL-WN533A8 (AC1200),router,192.168.10.1,wavlogin.link,,admin,false,static,"Wavlink's official docs state a genuine factory default: the web login password is 'admin' (password-only, no username) at 192.168.10.1 / wavlogin.link. This universal default is a real security risk - change it right after setup.","Reset: press and hold the RESET button with a pin for about 8-15 seconds until the device reboots, then release. Browse to http://192.168.10.1 or http://wavlogin.link, log in with the password admin, and change it immediately.",https://www.wavlink.com/en_us/faq/details/How-to-log-into-web-based-management-page-of-my-WAVLINK-router.html,Wavlink Official FAQ - How to log into the web-based management page of my WAVLINK router,,medium,2026-08-08,https://ssid.ai/routers/wavlink-wl-wn533a8
xfinity-xfi-gateway-xb7,Xfinity (Comcast),xFi Gateway XB7 (CGM4331COM),gateway,10.0.0.1,10.0.0.1,admin,,false,label-unique,"There is no universal admin/password on current XB7 firmware. Username is 'admin' but the default password is the unique code printed on the device label, and newer builds also require you to switch on Admin Tool access from the Xfinity app before 10.0.0.1 will load.","Log in to the Admin Tool by opening a browser to http://10.0.0.1 and signing in with username 'admin'. On XB7 firmware you may first need to enable web access: open the Xfinity app > WiFi > View WiFi equipment > Advanced Settings > Admin Tool online access > turn ON. The initial Admin Tool password is the unique value printed on the sticker on the side/bottom of the gateway (it is NOT 'password' on current firmware). To factory reset, press and hold the recessed Reset pinhole on the back for ~30 seconds until the gateway reboots, then log in with the sticker credentials.",https://www.xfinity.com/support/articles/wifi-change-admin-tool,Xfinity Support — Change your WiFi with the Gateway Admin Tool,,medium,2026-08-08,https://ssid.ai/routers/xfinity-xfi-gateway-xb7
xfinity-xfi-gateway-xb8,Xfinity (Comcast),xFi Gateway XB8 (CGM4981COM),gateway,10.0.0.1,10.0.0.1,admin,,false,label-unique,"No admin/admin or admin/password default on the XB8. The label carries a unique admin password, and web admin access often has to be toggled on from the Xfinity app first because WiFi Intelligence locks the local tool.","Browse to http://10.0.0.1 and sign in with username 'admin'. If the page won't load, enable it first in the Xfinity app: WiFi > View WiFi equipment > Advanced Settings > Admin Tool online access > ON. The default Admin Tool password is the unique string on the label on the bottom of the XB8 (not 'password'). Factory reset: hold the recessed Reset pinhole on the rear ~30 seconds until it reboots; log back in with the label credentials.",https://www.xfinity.com/support/articles/wifi-change-admin-tool,Xfinity Support — Change your WiFi with the Gateway Admin Tool,https://web.archive.org/web/20260729070000/https://www.xfinity.com/support/articles/wifi-change-admin-tool,medium,2026-08-08,https://ssid.ai/routers/xfinity-xfi-gateway-xb8
xiaomi-mi-router-4a-gigabit,Xiaomi,Mi Router 4A Gigabit Edition,router,192.168.31.1,router.miwifi.com,,,false,set-on-setup,"The Mi Router 4A Gigabit Edition answers on 192.168.31.1 and has no shared default. Whoever runs initial setup — through router.miwifi.com, the Mi Home app, or the older Mi WiFi app — creates the management password, and there is no username to go with it.","With the router on, hold the Reset button on the bottom until the indicator light changes/blinks (~5–10 seconds) to restore factory settings.",https://www.mi.com/uk/support/user-guide-pdf/mi-router-4a-gigabit-edition/,Xiaomi Mi Router 4A Gigabit Edition official User Guide,,high,2026-08-08,https://ssid.ai/routers/xiaomi-mi-router-4a-gigabit
xiaomi-router-ax3000t,Xiaomi,Router AX3000T,router,192.168.31.1,router.miwifi.com,,,false,set-on-setup,"AX3000T is Xiaomi's AX3000 WiFi 6 router. It carries no universal password: the management password is one you choose the first time you set the unit up, either at router.miwifi.com or from the Mi Home app.",Hold the Reset button underneath the powered router until the indicator light changes or blinks — roughly 5-10 seconds — to return it to factory settings.,https://www.mi.com/global/support/faq/details/KA-235692/,Xiaomi Router AX3000T official FAQ (mi.com),,high,2026-08-08,https://ssid.ai/routers/xiaomi-router-ax3000t
ziply-fiber-arris-nvg448bq,Ziply Fiber,Arris NVG448BQ Fiber Gateway,gateway,192.168.254.254,,,,false,label-unique,"Ziply Fiber's Arris/CommScope NVG448BQ fibre gateway (Wi-Fi 6, XGS-PON FTTH, multi-gig). The web admin at 192.168.254.254 is protected by a per-device 10-digit Device Access Code on the bottom bar-code label — not a shared admin/admin default; login is code-only with no username.","Enter 192.168.254.254 in a browser and log in with the 10-digit Device Access Code printed on the bar-code sticker on the bottom of the router. To reset, hold the router's reset button to restore the factory settings (SSID/password/access code) shown on the sticker.",https://ziplyfiber.com/helpcenter/categories/internet/installation-setup/change-wifi-name-and-password,Ziply Fiber Help Center — Change the name and password of your home network (official),,high,2026-08-08,https://ssid.ai/routers/ziply-fiber-arris-nvg448bq
zyxel-armor-g5,Zyxel,Armor G5 (NBG7815),router,192.168.123.1,zyxelwifi.com,,,false,set-on-setup,No password required for the first login; you set the admin password during initial setup. No default username.,Hold the Reset button ~5–10 seconds until the LED responds to restore factory defaults.,https://download.zyxel.com/Armor_G5_(NBG7815)/user_guide/Armor%20G5%20(NBG7815)_V1.00_Ed5.pdf,Zyxel Armor G5 (NBG7815) official User's Guide,,high,2026-08-08,https://ssid.ai/routers/zyxel-armor-g5
zyxel-multy-m1,Zyxel,Multy M1 (WSM20),mesh,192.168.212.1,192.168.212.1,,,false,set-on-setup,"AX1800 mesh managed via the Zyxel Multy app. There is no static admin default: the web GUI at 192.168.212.1 uses either a myZyxelCloud account or a local password you create during app registration. The label SSID/key is for Wi-Fi, not admin.","Hold the RESET button on the Multy unit about 5 seconds until the LED changes, then reconfigure through the Zyxel Multy app.",https://www.zyxel.com/web-help-app/MultyWiFiSeries/MultyApp2.6.0/h_Trouble_Access_Login.html,Zyxel official Multy WiFi online help,,high,2026-08-08,https://ssid.ai/routers/zyxel-multy-m1
zyxel-multy-x-wsq50,Zyxel,Multy X (WSQ50),mesh,,,,,false,app-only,"App-only. The Multy X is set up and administered through the Zyxel Multy mobile app; there is no admin/admin web default. Your credentials are the Wi-Fi password you set in the app and, optionally, a myZyxelCloud account.",The Multy X is managed with the Zyxel Multy app (optionally signed into a myZyxelCloud account) — there is no traditional web login. To factory reset a unit: use a paperclip or toothpick to press and hold the reset button in the small hole next to the power jack for about 5 seconds; the LED starts fast-blinking red to show it is resetting. Then re-add the unit in the Zyxel Multy app and set your Wi-Fi name and password.,https://download.zyxel.com/Multy_X_(WSQ50)/user_guide/Multy%20X%20(WSQ50)_V2.0.0%20ed2.pdf,Zyxel Multy X User's Guide,,high,2026-08-08,https://ssid.ai/routers/zyxel-multy-x-wsq50
zyxel-nbg7510,Zyxel,NBG7510 (AX1800),router,192.168.1.1,,admin,,false,label-unique,"Per the official user's guide you sign in with username admin and a randomly-assigned default password printed on the device label — unique per unit, not a shared default — and are prompted to change it at first login.","With the device on, insert a thin pin into the RESET hole and hold until it reboots to reload the factory-default configuration, then log in with the label password.",https://download.zyxel.com/NBG7510/user_guide/NBG7510_V1.00_Ed6.pdf,Zyxel official NBG7510 User's Guide (V1.00 Ed6),https://web.archive.org/web/20240612105055/https://download.zyxel.com/NBG7510/user_guide/NBG7510_V1.00_Ed6.pdf,high,2026-08-08,https://ssid.ai/routers/zyxel-nbg7510
zyxel-nwa110ax,Zyxel,NWA110AX,ap,192.168.1.2,,admin,1234,false,static,Business Wi-Fi 6 (802.11ax) AX1800 dual-radio 2x2 PoE access point in the NebulaFlex line — runs standalone or under Nebula cloud (NCC). Genuine documented static default admin/1234 for the local Web Configurator at 192.168.1.2. When adopted by Nebula the credential is set in NCC instead.,"Ceiling/wall-mount AP powered by 802.3af/at PoE. Restore factory defaults (reset button or Web Configurator), then browse to the DHCP-assigned IP or http://192.168.1.2 and sign in with admin / 1234; the Update Admin Info screen then forces a new password.",https://download.zyxel.com/NWA110AX/user_guide/NWA110AX_V6.60_Ed1.pdf,Zyxel NWA110AX User's Guide (V6.60) — download.zyxel.com (official),,high,2026-08-08,https://ssid.ai/routers/zyxel-nwa110ax
zyxel-nwa210ax,Zyxel,NWA210AX,ap,192.168.1.2,,admin,1234,false,static,"Business Wi-Fi 6 AX3000 access point with a 4x4:4 (5GHz) plus 2x2:2 (2.4GHz) radio design and 802.3at PoE+ input, part of the NebulaFlex family (standalone or Nebula cloud). Documented static default admin/1234 on the local Web Configurator; when the AP is Nebula-managed (NCC) the login lives in the cloud account.","Higher-tier PoE+ AP for dense deployments. After a factory reset, reach it at its DHCP-assigned address or http://192.168.1.2 and log in with admin / 1234; the wizard then prompts for a new admin password.",https://download.zyxel.com/NWA210AX/user_guide/NWA210AX_V6.55_Ed1.pdf,Zyxel NWA210AX User's Guide (V6.55) — download.zyxel.com (official),,high,2026-08-08,https://ssid.ai/routers/zyxel-nwa210ax
zyxel-nwa50ax,Zyxel,NWA50AX,router,192.168.1.1,,admin,,false,label-unique,"Username is admin, but the password is the unique value printed on the device label — not a shared default. Zyxel access points made before Feb 2025 used a static '1234'; newer models ship with the per-device label password and no universal default.","Connect to the AP and browse to http://192.168.1.1 (or the IP it received from your router). Log in with username 'admin' and the randomly assigned password printed on the device label. If the unit is older (manufactured before Feb 2025), the default password is '1234'. To factory reset, hold the Reset button for about 10 seconds until the LEDs blink and the AP reboots, then log in with the label password (or 1234 on older units).",https://support.zyxel.eu/hc/en-us/articles/24166738506898-Zyxel-WLAN-AP-default-password-on-Zyxel-access-points,Zyxel Support Campus EMEA (default password on Zyxel access points),,medium,2026-08-08,https://ssid.ai/routers/zyxel-nwa50ax
